DOClass	Disease	DiseaseClass	EvidenceIndexGDA	EvidenceLevelGDA	FirstRef	Gene	GeneDPI	GeneDSI	GeneFullName	GenePLI	HPOClass	LastRef	NumDiseasesAssociatedToGene	NumGenesDisease	NumPMIDs	NumVariantsAssociatedToGene	NumVariantsDisease	NumVariantsGDA	PathwayIDs	PathwayNames	ProteinClass	ScoreGDA	SemanticType	Type	UnitProt	diseaseUMLSCUI	geneEnsemblIDs	geneNcbiID	geneNcbiType	numCTs	numberChemsIncludedInEvidence	numberPmidsWithChemsIncludedInEvidence
	Depressive neurosis	Mental Disorders	1.0		1985.0	APRT	0.78	0.58	adenine phosphoribosyltransferase	4.6612e-11	Abnormality of the nervous system (00707)	2013.0	11	271	5	84	6	0	R-HSA-1430728,R-HSA-1643685,R-HSA-168256	Metabolism,Disease,Immune System		0.65	Mental or Behavioral Dysfunction (T048)	disease	P07741	C0011581	ENSG00000198931	353	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2005.0	MCHR1	0.57	0.68	melanin concentrating hormone receptor 1	0.0029485	Abnormality of the nervous system (00707)	2012.0	6	271	5	0	6	0	R-HSA-162582,R-HSA-1852241	Signal Transduction,Organelle biogenesis and maintenance	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q99705	C0011581	ENSG00000128285	2847	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	PDE4B	0.87	0.53	phosphodiesterase 4B	0.99999	Abnormality of the nervous system (00707)	2012.0	18	271	5	89	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q07343,X5DNX5,X5DR82,Q59GM8,Q68CX5	C0011581	ENSG00000184588	5142	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8333333333333334		2010.0	CRY2	0.74	0.57	cryptochrome circadian regulator 2	0.022947	Abnormality of the nervous system (00707)	2013.0	5	271	4	3	6	0	R-HSA-400253	Circadian Clock	Enzyme	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A0D2X7Z3,Q49AN0,A2I2P1	C0011581	ENSG00000121671	1408	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	DEAF1	0.91	0.55	DEAF1 transcription factor	1.6228e-18	Abnormality of the nervous system (00707)	2010.0	15	271	4	63	6	0				0.65	Mental or Behavioral Dysfunction (T048)	disease	O75398	C0011581	ENSG00000177030	10522	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2011.0	IDO1	0.91	0.47	indoleamine 2,3-dioxygenase 1	4.6979e-05	Abnormality of the nervous system (00707)	2013.0	13	271	4	0	6	0	R-HSA-1430728	Metabolism		0.65	Mental or Behavioral Dysfunction (T048)	disease	P14902,A0A348GSI3	C0011581	ENSG00000131203	3620	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2006.0	CARTPT	0.78	0.53	CART prepropeptide	0.12691	Abnormality of the nervous system (00707)	2013.0	11	271	4	1	6	0				0.65	Mental or Behavioral Dysfunction (T048)	disease	Q16568	C0011581	ENSG00000164326	9607	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8571428571428571		2001.0	ADRA2A	0.91	0.51	adrenoceptor alpha 2A	0.0045157	Abnormality of the nervous system (00707)	2011.0	20	271	3	0	6	0	R-HSA-109582,R-HSA-1430728,R-HSA-162582,R-HSA-392499	Hemostasis,Metabolism,Signal Transduction,Metabolism of proteins	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P08913	C0011581	ENSG00000150594	150	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	GRID1	0.87	0.57	glutamate ionotropic receptor delta type subunit 1	0.99999	Abnormality of the nervous system (00707)	2013.0	6	271	3	46	6	0			Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	A8KAN9,Q9ULK0	C0011581	ENSG00000182771	2894	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2002.0	CDKN2A	0.91	0.31	cyclin dependent kinase inhibitor 2A	0.61755	Abnormality of the nervous system (00707)	2013.0	116	271	3	510	6	0	R-HSA-1266738,R-HSA-1640170,R-HSA-1643685,R-HSA-392499,R-HSA-5357801,R-HSA-74160,R-HSA-8953897	Developmental Biology,Cell Cycle,Disease,Metabolism of proteins,Programmed Cell Death,Gene expression (Transcription),Cellular responses to stimuli		0.65	Mental or Behavioral Dysfunction (T048)	disease	P42771,K7PML8,Q8N726	C0011581	ENSG00000147889	1029	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2002.0	PDE4D	0.91	0.48	phosphodiesterase 4D	0.9999	Abnormality of the nervous system (00707)	2013.0	12	271	3	168	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q08499,A0A140VJR0	C0011581	ENSG00000113448	5144	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2006.0	PENK	0.87	0.49	proenkephalin	3.3573e-09	Abnormality of the nervous system (00707)	2007.0	13	271	3	2	6	0	R-HSA-162582,R-HSA-392499	Signal Transduction,Metabolism of proteins	Signaling	0.65	Mental or Behavioral Dysfunction (T048)	disease	P01210	C0011581	ENSG00000181195	5179	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2009.0	BMAL1	0.96	0.48	basic helix-loop-helix ARNT like 1	1.0	Abnormality of the nervous system (00707)	2014.0	12	271	3	30	6	0	R-HSA-1430728,R-HSA-400253,R-HSA-74160,R-HSA-8953897	Metabolism,Circadian Clock,Gene expression (Transcription),Cellular responses to stimuli	Transcription factor	0.65	Mental or Behavioral Dysfunction (T048)	disease	B2RCL8,A0A140VKD3,O00327,A0A669KBF4	C0011581	ENSG00000133794	406	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.75		2007.0	SYN1	0.65	0.57	synapsin I		Abnormality of the nervous system (00707)	2013.0	10	271	3	137	6	0	R-HSA-112316,R-HSA-9709957	Neuronal System,Sensory Perception	Cellular structure	0.65	Mental or Behavioral Dysfunction (T048)	disease	P17600	C0011581	ENSG00000008056	6853	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2010.0	RORA	0.91	0.47	RAR related orphan receptor A	1.0	Abnormality of the nervous system (00707)	2012.0	10	271	3	86	6	0	R-HSA-1430728,R-HSA-168256,R-HSA-392499,R-HSA-400253,R-HSA-74160,R-HSA-8953897	Metabolism,Immune System,Metabolism of proteins,Circadian Clock,Gene expression (Transcription),Cellular responses to stimuli	Nuclear receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A0C4DFP5,A0A0C4DG53,P35398	C0011581	ENSG00000069667	6095	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.875		2007.0	DRD1	0.91	0.49	dopamine receptor D1	0.99991	Abnormality of the nervous system (00707)	2013.0	20	271	3	1	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P21728	C0011581	ENSG00000184845	1812	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		1996.0	PYY	0.83	0.5	peptide YY	2.0343e-05	Abnormality of the nervous system (00707)	2011.0	10	271	2	64	6	0	R-HSA-162582	Signal Transduction	Signaling	0.65	Mental or Behavioral Dysfunction (T048)	disease	P10082	C0011581	ENSG00000131096	5697	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2001.0	DUSP4	0.87	0.55	dual specificity phosphatase 4	0.020066	Abnormality of the nervous system (00707)	2005.0	6	271	2	0	6	0	R-HSA-162582,R-HSA-168256	Signal Transduction,Immune System		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q13115	C0011581	ENSG00000120875	1846	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8		2009.0	DAOA	0.52	0.62	D-amino acid oxidase activator	2.1649e-05	Abnormality of the nervous system (00707)	2014.0	11	271	2	0	6	0				0.65	Mental or Behavioral Dysfunction (T048)	disease	P59103,A2T115	C0011581	ENSG00000182346	267012	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		1988.0	GYPE	0.83	0.55	glycophorin E (MNS blood group)	0.26503	Abnormality of the nervous system (00707)	2011.0	2	271	2	1	6	0				0.65	Mental or Behavioral Dysfunction (T048)	disease	P15421	C0011581	ENSG00000197465	2996	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	GALR2	0.83	0.61	galanin receptor 2	0.011805	Abnormality of the nervous system (00707)	2011.0	5	271	2	0	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	O43603	C0011581	ENSG00000182687	8811	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2001.0	ATP2A2	0.91	0.5	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	1.0	Abnormality of the nervous system (00707)	2004.0	20	271	2	70	6	0	R-HSA-109582,R-HSA-162582,R-HSA-382551,R-HSA-397014	Hemostasis,Signal Transduction,Transport of small molecules,Muscle contraction	Transporter	0.65	Mental or Behavioral Dysfunction (T048)	disease	P16615,A0A0S2Z3L2	C0011581	ENSG00000174437	488	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		1987.0	A2M	0.91	0.46	alpha-2-macroglobulin	9.133100000000001e-20	Abnormality of the nervous system (00707)	2000.0	19	271	2	2	6	0	R-HSA-109582,R-HSA-1474244,R-HSA-382551	Hemostasis,Extracellular matrix organization,Transport of small molecules	Enzyme modulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	P01023	C0011581	ENSG00000175899	2	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	NRG1	0.91	0.43	neuregulin 1		Abnormality of the nervous system (00707)	2009.0	35	271	2	41	6	0	R-HSA-112316,R-HSA-162582,R-HSA-1643685	Neuronal System,Signal Transduction,Disease	Signaling	0.65	Mental or Behavioral Dysfunction (T048)	disease	B0FWZ3,Q7RTW3,B0FYA9,A5YAK8,A0A494C1F8,A0A494C1F5,A0A024QY88,A0A494C0L9,B0FYA8,Q6PK61,A6MW55,A6MW54,B0FYA7,A0A494C1B5,E5RHP6,A0A494C0Q4,Q02297,B7Z1D7,A5YAK6,Q7RTW5,A0A494C0K4,E3SFM9,A6MW56,A0A494C114,B7Z1E3	C0011581	ENSG00000157168	3084	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	HCN1	0.78	0.55	hyperpolarization activated cyclic nucleotide gated potassium channel 1	1.0	Abnormality of the nervous system (00707)	2012.0	17	271	2	216	6	0	R-HSA-112316	Neuronal System	Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q86WJ6,O60741	C0011581	ENSG00000164588	348980	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	KCNJ6	0.87	0.57	potassium inwardly rectifying channel subfamily J member 6	0.98904	Abnormality of the nervous system (00707)	2012.0	7	271	2	20	6	0	R-HSA-112316	Neuronal System	Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	P48051	C0011581	ENSG00000157542	3763	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	ADRB1	0.91	0.49	adrenoceptor beta 1	0.1116	Abnormality of the nervous system (00707)	2014.0	25	271	2	3	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P08588	C0011581	ENSG00000043591	153	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		1996.0	UCN	0.78	0.54	urocortin	0.010134	Abnormality of the nervous system (00707)	2008.0	7	271	2	17	6	0	R-HSA-162582,R-HSA-392499	Signal Transduction,Metabolism of proteins	Signaling	0.65	Mental or Behavioral Dysfunction (T048)	disease	P55089	C0011581	ENSG00000163794	7349	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8		2001.0	WFS1	0.91	0.5	wolframin ER transmembrane glycoprotein	1.6322e-39	Abnormality of the nervous system (00707)	2005.0	50	271	2	407	6	0	R-HSA-392499,R-HSA-8953897	Metabolism of proteins,Cellular responses to stimuli		0.65	Mental or Behavioral Dysfunction (T048)	disease	O76024,A0A0S2Z4V6	C0011581	ENSG00000109501	7466	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.5714285714285714		2003.0	NOS3	1.0	0.36	nitric oxide synthase 3	2.4053e-25	Abnormality of the nervous system (00707)	2013.0	125	271	2	14	6	0	R-HSA-109582,R-HSA-1430728,R-HSA-162582,R-HSA-168256	Hemostasis,Metabolism,Signal Transduction,Immune System		0.65	Mental or Behavioral Dysfunction (T048)	disease	P29474,A0S0A6	C0011581	ENSG00000164867	4846	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	BICC1	0.83	0.56	BicC family RNA binding protein 1	0.29215	Abnormality of the nervous system (00707)	2012.0	5	271	2	38	6	0			Transporter	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q9H694	C0011581	ENSG00000122870	80114	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	TIMELESS	0.96	0.56	timeless circadian regulator	1.0137e-30	Abnormality of the nervous system (00707)	2010.0	8	271	2	24	6	0	R-HSA-73894	DNA Repair		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q9UNS1	C0011581	ENSG00000111602	8914	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2006.0	ADCY7	0.83	0.62	adenylate cyclase 7	2.8053e-13	Abnormality of the nervous system (00707)	2012.0	14	271	2	5	6	0	R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551	Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q86YI0,P51828,F5H4D1,B3KSJ0	C0011581	ENSG00000121281	113	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2001.0	MAPK8	0.91	0.4	mitogen-activated protein kinase 8	0.95256	Abnormality of the nervous system (00707)	2011.0	17	271	2	3	6	0	R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-5357801,R-HSA-73894,R-HSA-8953897	Signal Transduction,Disease,Immune System,Programmed Cell Death,DNA Repair,Cellular responses to stimuli	Kinase	0.65	Mental or Behavioral Dysfunction (T048)	disease	A1L4K2,P45983	C0011581	ENSG00000107643	5599	protein-coding	0	3	2
	Depressive neurosis	Mental Disorders	1.0		2007.0	RAC1	0.96	0.41	Rac family small GTPase 1	0.99948	Abnormality of the nervous system (00707)	2013.0	29	271	2	23	6	0	R-HSA-109582,R-HSA-112316,R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-5653656,R-HSA-9748784	Hemostasis,Neuronal System,Developmental Biology,Signal Transduction,Disease,Immune System,Vesicle-mediated transport,Drug ADME	Enzyme modulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	P63000,A4D2P1,A4D2P0	C0011581	ENSG00000136238	5879	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	SLC6A1	0.87	0.53	solute carrier family 6 member 1	1.0	Abnormality of the nervous system (00707)	2009.0	14	271	2	206	6	0	R-HSA-112316,R-HSA-382551	Neuronal System,Transport of small molecules	Transporter	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A2R8Y4I3,P30531,B7Z3C5	C0011581	ENSG00000157103	6529	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2003.0	FGFR2	0.91	0.34	fibroblast growth factor receptor 2	1.0	Abnormality of the nervous system (00707)	2008.0	105	271	2	191	6	0	R-HSA-162582,R-HSA-1643685	Signal Transduction,Disease	Kinase	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A141AXF1,D2CGD1,S4R381,P21802	C0011581	ENSG00000066468	2263	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	HCRTR1	0.78	0.6	hypocretin receptor 1	6.4984e-07	Abnormality of the nervous system (00707)	2012.0	5	271	2	4	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	A6NMV7,O43613	C0011581	ENSG00000121764	3061	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2010.0	NPS	0.87	0.51	neuropeptide S	0.42769	Abnormality of the nervous system (00707)	2010.0	7	271	1	0	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	P0C0P6	C0011581	ENSG00000214285	594857	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.5		2009.0	SNAP25	0.91	0.49	synaptosome associated protein 25	0.99953	Abnormality of the nervous system (00707)	2009.0	28	271	1	51	6	0	R-HSA-112316,R-HSA-1430728,R-HSA-1643685,R-HSA-168256,R-HSA-9709957	Neuronal System,Metabolism,Disease,Immune System,Sensory Perception	Transporter	0.65	Mental or Behavioral Dysfunction (T048)	disease	P60880	C0011581	ENSG00000132639	6616	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	CHRNA6	0.35	0.67	cholinergic receptor nicotinic alpha 6 subunit	1.6807e-07	Abnormality of the nervous system (00707)	2009.0	5	271	1	1	6	0	R-HSA-112316	Neuronal System	Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q15825	C0011581	ENSG00000147434	8973	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	NRXN1	0.91	0.53	neurexin 1	1.0	Abnormality of the nervous system (00707)	2010.0	27	271	1	719	6	0	R-HSA-112316,R-HSA-1474244	Neuronal System,Extracellular matrix organization		0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A1D5RMU6,E7EQN4,P58400,E7ERL8,H0Y568,H7BYC7,A0A0D9SEM5,Q9ULB1,A0A0D9SEQ7	C0011581	ENSG00000179915	9378	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	CMKLR1	0.78	0.57	chemerin chemokine-like receptor 1	0.019917	Abnormality of the nervous system (00707)	2012.0	5	271	1	5	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q99788	C0011581	ENSG00000174600	1240	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	ARRB2	0.87	0.53	arrestin beta 2	0.5899	Abnormality of the nervous system (00707)	2008.0	11	271	1	1	6	0	R-HSA-109582,R-HSA-162582,R-HSA-1643685,R-HSA-392499,R-HSA-5653656	Hemostasis,Signal Transduction,Disease,Metabolism of proteins,Vesicle-mediated transport	Enzyme modulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q59EM5,P32121,Q68DZ5,K7ENA6	C0011581	ENSG00000141480	409	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	DLG4	0.78	0.55	discs large MAGUK scaffold protein 4	1.0	Abnormality of the nervous system (00707)	2010.0	20	271	1	351	6	0	R-HSA-112316,R-HSA-1266738,R-HSA-162582	Neuronal System,Developmental Biology,Signal Transduction	Receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	B7Z647,B7Z4H2,B9EGL1,P78352	C0011581	ENSG00000132535	1742	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2005.0	GLO1	0.87	0.5	glyoxalase I		Abnormality of the nervous system (00707)	2005.0	16	271	1	2	6	0	R-HSA-1430728	Metabolism		0.65	Mental or Behavioral Dysfunction (T048)	disease	X5DNM4,Q04760	C0011581	ENSG00000124767	2739	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8333333333333334		2011.0	CAMK2A	0.91	0.51	calcium/calmodulin dependent protein kinase II alpha	1.0	Abnormality of the nervous system (00707)	2011.0	18	271	1	22	6	0	R-HSA-112316,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-382551,R-HSA-397014,R-HSA-74160,R-HSA-8953897	Neuronal System,Signal Transduction,Disease,Immune System,Transport of small molecules,Muscle contraction,Gene expression (Transcription),Cellular responses to stimuli	Kinase	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q7LDD5,Q8IWE0,A8K161,Q9UQM7	C0011581	ENSG00000070808	815	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	DGKB	0.61	0.67	diacylglycerol kinase beta	0.00015543	Abnormality of the nervous system (00707)	2010.0	4	271	1	41	6	0	R-HSA-109582,R-HSA-162582	Hemostasis,Signal Transduction	Enzyme	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q9Y6T7	C0011581	ENSG00000136267	1607	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2005.0	GLUL	0.91	0.46	glutamate-ammonia ligase	0.9997	Abnormality of the nervous system (00707)	2005.0	17	271	1	115	6	0	R-HSA-112316,R-HSA-1430728	Neuronal System,Metabolism	Enzyme	0.65	Mental or Behavioral Dysfunction (T048)	disease	A8YXX4,P15104	C0011581	ENSG00000135821	2752	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	LGI1	0.91	0.51	leucine rich glioma inactivated 1	1.0	Abnormality of the nervous system (00707)	2010.0	8	271	1	172	6	0	R-HSA-1266738	Developmental Biology		0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A0S2Z4S7,A0A0S2Z4X3,O95970,A0A0S2Z5G1,A0A1B0GUD3	C0011581	ENSG00000108231	9211	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	HDAC9	0.91	0.42	histone deacetylase 9	1.0	Abnormality of the nervous system (00707)	2009.0	8	271	1	67	6	0	R-HSA-162582,R-HSA-1643685,R-HSA-74160	Signal Transduction,Disease,Gene expression (Transcription)	Epigenetic regulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	B7Z3P7,A0A9L9PXL9,Q9UKV0,A0A7P0TAB5,A0A7P0T8F4	C0011581	ENSG00000048052	9734	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2013.0	GPX1	0.91	0.42	glutathione peroxidase 1	0.0019011	Abnormality of the nervous system (00707)	2013.0	76	271	1	1	6	0	R-HSA-1430728,R-HSA-8953897	Metabolism,Cellular responses to stimuli	Enzyme	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A2R8Y6B6,Q7L4Q3,P07203	C0011581	ENSG00000233276	2876	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	0.5		2001.0	AANAT	0.7	0.64	aralkylamine N-acetyltransferase	0.00068507	Abnormality of the nervous system (00707)	2001.0	5	271	1	15	6	0	R-HSA-1430728	Metabolism		0.65	Mental or Behavioral Dysfunction (T048)	disease	F1T0I5,Q16613	C0011581	ENSG00000129673	15	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	WWC1	0.74	0.59	WW and C2 domain containing 1	0.26511	Abnormality of the nervous system (00707)	2011.0	9	271	1	11	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q8IX03	C0011581	ENSG00000113645	23286	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	HSD11B1	0.96	0.49	hydroxysteroid 11-beta dehydrogenase 1	0.0022053	Abnormality of the nervous system (00707)	2012.0	16	271	1	5	6	0	R-HSA-1430728,R-HSA-9748784	Metabolism,Drug ADME		0.65	Mental or Behavioral Dysfunction (T048)	disease	P28845,X5D2L1	C0011581	ENSG00000117594	3290	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	PMCH	0.83	0.57	pro-melanin concentrating hormone	0.17328	Abnormality of the nervous system (00707)	2007.0	5	271	1	0	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	P20382	C0011581	ENSG00000183395	5367	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	CDH13	0.96	0.47	cadherin 13	0.99802	Abnormality of the nervous system (00707)	2012.0	24	271	1	63	6	0	R-HSA-1500931	Cell-Cell communication		0.65	Mental or Behavioral Dysfunction (T048)	disease	B7Z3H7,P55290,B7Z9B1	C0011581	ENSG00000140945	1012	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	STAT3	0.91	0.31	signal transducer and activator of transcription 3	1.0	Abnormality of the nervous system (00707)	2010.0	96	271	1	216	6	0	R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-5357801,R-HSA-8953897	Developmental Biology,Signal Transduction,Disease,Immune System,Metabolism of proteins,Programmed Cell Death,Cellular responses to stimuli	Nucleic acid binding	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A7I2V395,P40763	C0011581	ENSG00000168610	6774	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.5		2012.0	NTS	0.87	0.47	neurotensin	0.05148	Abnormality of the nervous system (00707)	2012.0	10	271	1	1	6	0	R-HSA-162582	Signal Transduction		0.65	Mental or Behavioral Dysfunction (T048)	disease	P30990,Q6FH20	C0011581	ENSG00000133636	4922	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	SERPINA6	0.83	0.57	serpin family A member 6	1.827e-05	Abnormality of the nervous system (00707)	2010.0	7	271	1	7	6	0	R-HSA-1430728,R-HSA-9748784	Metabolism,Drug ADME	Enzyme modulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A2Z4LCH4,P08185	C0011581	ENSG00000170099	866	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	STIP1	0.83	0.55	stress induced phosphoprotein 1	1.0	Abnormality of the nervous system (00707)	2010.0	3	271	1	2	6	0	R-HSA-162582,R-HSA-8953897	Signal Transduction,Cellular responses to stimuli		0.65	Mental or Behavioral Dysfunction (T048)	disease	V9HW72,P31948	C0011581	ENSG00000168439	10963	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	DPYSL2	0.78	0.54	dihydropyrimidinase like 2	1.0	Abnormality of the nervous system (00707)	2009.0	10	271	1	10	6	0	R-HSA-1266738	Developmental Biology	Enzyme	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q59GB4,A0A1C7CYX9,Q16555	C0011581	ENSG00000092964	1808	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	GRIK3	0.78	0.58	glutamate ionotropic receptor kainate type subunit 3	0.99999	Abnormality of the nervous system (00707)	2010.0	8	271	1	3	6	0	R-HSA-112316	Neuronal System	Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q13003	C0011581	ENSG00000163873	2899	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	GRPR	0.83	0.51	gastrin releasing peptide receptor		Abnormality of the nervous system (00707)	2011.0	4	271	1	0	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P30550,X5D7H2	C0011581	ENSG00000126010	2925	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	NPSR1	0.87	0.59	neuropeptide S receptor 1	8.869e-13	Abnormality of the nervous system (00707)	2010.0	9	271	1	3	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	A0A090N8Z1,Q6W5P4	C0011581	ENSG00000187258	387129	protein-coding	0	0	0
